X,Y,FID,SchoolCode,Latitude,Longitude,ESDCode,ESDName,LEACode,LEAName,SchoolName,LowestGrad,HighestGra,AddressLin,AddressL_1,City,State,ZipCode,PrincipalN,Email,Phone,OrgCategor,AYPCode,GradeCateg,OrgCateg_1
-122.868445433244574,47.036224271382267,2406,5078,47.0362300003,-122.86846,34801,Capital Region ESD 113,34111,Olympia School District,Olympia Regional Learning Academy,K,12,2400 15th Ave SE, ,Olympia,Washington,98501,Celeste  Waltermeyer,cwaltermeyer@osd.wednet.edu,360.596.7730," Alternative School, Public School",A,K-12,Public
-122.302915448929383,47.388184193789932,2407,5284,47.3881900003,-122.30293,17801,Puget Sound Educational Service District 121,17406,Tukwila School District,Gateway,9,12,Highline Community College,2400 South 240th Street,Des Moines,Washington,98198,Kao  Saechao,ksaechao@highline.edu,206.878.3710," Alternative School, Contract School",A,High School,Public
-119.447359174525502,48.371092343999749,2408,4278,48.3710985025,-119.447373451,04801,North Central Educational Service District 171,24019,Omak School District,Paschal Sherman,PK,9,25 A MISSION ROAD, ,OMAK,Washington,98841-0000,Lori  Falcon,lfalcon@psischiefs.org,509.422.7591," Affiliated With District, Tribal School",T,Other,Tribal
-122.605785766327131,45.639074324693134,2409,5398,45.63908,-122.605800001,OSPI,Office of Superintendent of Public Instruction,06801,Educational Service District 112,ESD 112 Open Doors Reengagement,9,12,2500 NE 65th Avenue, ,Vancouver,Washington,98661,Kevin  Johnson,kevin.johnson@esd112.org,360.750.7500," Public School, Re-Engagement School",R,High School,Public
-122.605785766327131,45.639074324693134,2410,5467,45.63908,-122.605800001,06801,Educational Service District 112,06701,ESA 112,ESA 112 Special Ed Co-Op,PK,12,2500 NE 65th Avenue, ,Vancouver,Washington,98661,Gavin  Hottman,gavin.hottman@esd112.org,360.952.3521," Public School, Special Education School",S,PK-12,Public
-122.516355320926465,47.796474193709251,2411,5546,47.7964800003,-122.51637,18801,Olympic Educational Service District 114,18400,North Kitsap School District,Choice Academy,9,12,25800 Siyaya Ave NE, ,Kingston,Washington,98346,Penny  Therrion,ptherrion@nkschools.org,360.396.3570," Alternative School, Public School",A,High School,Public
-120.277665791419452,47.408783986735628,2412,2986,47.4087899997,-120.27768,04801,North Central Educational Service District 171,09206,Eastmont School District,Canyon View Group Home,10,11,260 N. Georgia, ,East Wenatchee,Washington,98802-4999,Lance  Noell,noelll@eastmont206.org,509.884.6665, Institution,I,High School,Public
-122.471335455484365,47.228684219683835,2413,5529,47.2286899997,-122.471349999,18801,Olympic Educational Service District 114,05402,Quillayute Valley School District,Insight School of WA Open Doors Program,9,12,2601 S 35th St Ste 100, ,Tacoma,Washington,98409,Myron  Hammond,mhammond@k12.com,425.533.2700," Public School, Re-Engagement School",R,High School,Public
-122.197425451758249,47.456394179318139,2414,5335,47.4563999999,-122.19744,17801,Puget Sound Educational Service District 121,17403,Renton School District,Open Door Youth Reengagement Renton,11,12,2607 Jones Ave S, ,Renton,Washington,98055,Vickie  Damon,vickie.damon@rentonschools.us,425.204.2462," Public School, Re-Engagement School",R,High School,Public
-122.193315327574197,48.004704149184057,2415,2601,48.0047100004,-122.193330001,OSPI,Office of Superintendent of Public Instruction,29801,Northwest Educational Service District 189,Snohomish Detention Center,6,12,2801 10th Street, ,Everett,Washington,98201-0000,Steve  Dahl,sdahl@nwesd.org,360.299.4000, Detention Center,J,Other,Public
-122.942625425715804,47.017064279792216,2416,3925,47.0170700001,-122.94264,34801,Capital Region ESD 113,34033,Tumwater School District,Thurs Co Juv Det/Tumwater West E,6,12,2801 32nd Avenue SW, ,Tumwater,Washington,98512-6178,Tammie  Jensen-Tabor,tammie.jensen-tabor@tumwater.k12.wa.us,360.709.7040, Detention Center,J,Other,Public
-119.205816224965901,46.25411395678664,2417,5393,46.2541200002,-119.20583,11801,Educational Service District 123,11001,Pasco School District,Internet Pasco Academy of Learning,K,8,2803 N Road 88, ,Pasco,Washington,99301,Deb  Thurston,dthurston@psd1.org,509-543-6765," Alternative School, Public School",A,Other,Public
-122.335674029255728,48.477859733351821,2418,5525,48.4778655939,-122.335688838,29801,Northwest Educational Service District 189,29100,Burlington-Edison School District,Open Doors,10,12,301 N. Burlington Blvd, ,Burlington,Washington,98233,Todd  Setterlund,dpadilla@be.wednet.edu,360-757-3502," Public School, Re-Engagement School",R,High School,Public
-117.298696137711829,48.336893623674023,2419,5538,48.3369,-117.298710001,32801,Educational Service District 101,26059,Cusick School District,Home Pride,K,12,305 Monumental Way, ,Cusick,Washington,99119,Stephen  Bollinger,sbollinger@cusick.wednet.edu,509-445-1125," Affiliated With District, Public School",P,K-12,Public
-117.298696137711829,48.336893623674023,2420,5539,48.3369,-117.298710001,32801,Educational Service District 101,26059,Cusick School District,Kalispel Language Immersion School,K,4,305 Monumental Way, ,Cusick,Washington,99119,Stephen  Bollinger,sbollinger@cusick.wednet.edu,509-445-1125," Affiliated With District, Public School",P,Elementary School,Public
-120.533285907900748,46.653994059351668,2421,5334,46.6540000002,-120.5333,39801,Educational Service District 105,39119,Selah School District,SELAH ACADEMY REENGAGEMENT PROGRAM,9,12,308 W Naches Ave, ,Selah,Washington,98942,Joe  Coscarart,joecoscarart@selahschools.org,509.698.8453," Public School, Re-Engagement School",R,High School,Public
-120.533285907900748,46.653994059351668,2422,5231,46.6540000002,-120.5333,39801,Educational Service District 105,39119,Selah School District,Selah HomeLink,K,8,308 W Naches Ave, ,Selah,Washington,98942,Joe  Coscarart,JoeCoscarart@selahschools.org,509.698.8453," Affiliated With District, Public School",P,Other,Public
-122.480325099428384,48.754344140889941,2423,3420,48.7543500001,-122.480339999,OSPI,Office of Superintendent of Public Instruction,29801,Northwest Educational Service District 189,Whatcom Co Detention Center,8,12,311 GRAND AVE 6TH FL, ,BELLINGHAM,Washington,98225-4046,Steve  Dahl,sdahl@nwesd.org,360.299.4000, Detention Center,J,High School,Public
-122.299715463992285,47.319244197309317,2424,5219,47.3192499998,-122.299729999,17801,Puget Sound Educational Service District 121,17210,Federal Way School District,Federal Way Public Schools Headstart,PK,PK,31457 28th Ave S, ,Federal Way,Washington,98003,Martin  Boonstra,mboonstr@fwps.org,253.945.2000," Preschool, Public School",P,PK Only,Public
-120.315605781833412,47.421713989715407,2425,1802,47.4217199998,-120.31562,04801,North Central Educational Service District 171,04246,Wenatchee School District,Chelan County Juvenile Detention Center,3,12,316 WASHINGTON ST, ,WENATCHEE,Washington,98801-0000,Kory  Kalahar,kalahar.k@wenatcheeschools.org,509.663.7947, Detention Center,J,Other,Public
-121.907955455295408,47.652324138736731,2426,5244,47.6523299997,-121.90797,17801,Puget Sound Educational Service District 121,17407,Riverview School District,Choice,7,10,32302 NE 50th St, ,Carnation,Washington,98014,John  Bomar,bomarj@rsd407.org,425.844.4960," Public School, Regular School",P,Other,Public
-120.663825681884575,47.597774014191224,2427,5418,47.59778,-120.66384,04801,North Central Educational Service District 171,04228,Cascade School District,Cascade Home-Link,K,8,330 Evans Street, ,Leavenworth,Washington,98826,William Lee Motsenbocker,jwinters@cascadesd.org,509.548.5885," Affiliated With District, Public School",P,Other,Public
-121.901395486930298,47.517994145520802,2428,3569,47.5180000004,-121.90141,17801,Puget Sound Educational Service District 121,17411,Issaquah School District,Echo Glen School,5,12,33010 SE 99TH ST, ,SNOQUALMIE,Washington,98065-9798,LaShea   Lee,Leel@issaquah.wednet.edu,425.837.2520, Institution,I,Other,Public
-122.202105443222791,47.487224178218284,2429,5519,47.4872299999,-122.202119999,17801,Puget Sound Educational Service District 121,17403,Renton School District,Sartori Elementary School,K,5,332 Park Ave N, ,Renton,Washington,98057,Angela  Sheffey Bogan,angela.bogan@rentonschools.us,425-204-4500," Public School, Regular School",P,Elementary School,Public
-122.189855379463523,47.776944161276411,2430,3396,47.7769500001,-122.189869999,17801,Puget Sound Educational Service District 121,17417,Northshore School District,Woodinville Community Center,10,12,c/o Northshore School District,3330 Monte Villa Parkway,Bothell,Washington,98021-8972,Ed  Koehl,ekoehl2@nsd.org,425.408.7735, Institution,I,High School,Public
-122.969162765677964,46.66061220621615,2431,5317,46.6606179044,-122.969177267,34801,Capital Region ESD 113,21302,Chehalis School District,Lewis County Jail,9,12,345 NW North Street, ,Chehalis,Washington,98532,Tim   Touhey,ttouhey@chehalisschools.org,360.740.3521, Institution,I,High School,Public
-122.969327463479786,46.661802836696197,2432,1559,46.6618085348,-122.969341966,34801,Capital Region ESD 113,21302,Chehalis School District,Lewis County Juvenile Detention,5,12,360 NW North St,Juv:01,Chehalis,Washington,98532-0000,Tim  Touhey,ttouhey@chehalisschools.org,360.740.3521, Detention Center,J,Other,Public
-122.201425333924689,47.965274151561452,2433,5414,47.9652800001,-122.201439999,29801,Northwest Educational Service District 189,31002,Everett School District,Other Schools,K,12,PO Box 2098, ,Everett,Washington,98213-2999,Rebecca  Clifford,rclifford@everettsd.org,425.385.5251," Public School, Regular School",P,K-12,Public
-122.276521993425447,47.547718185481514,2434,5468,47.5477240031,-122.276536576,34950,Washington State Charter School Commission,17910,Green Dot Public Schools Rainier Valley,Rainier Valley Leadership Academy,6,9,6020 Rainier Avenue S, ,Seattle,Washington,98118,Walter  Chen,walter.chen@greendot.org,206.496.4573,"Charter,  Public School, Regular School",P,Middle School,Charter
-119.142476240055657,46.241333951156982,2435,5403,46.2413400004,-119.14249,OSPI,Office of Superintendent of Public Instruction,11801,Educational Service District 123,Ugrad â€“ ESD123 Re-Engagement Program,9,12,3918 West Court Street, ,Pasco,Washington,99301, , , ," Public School, Re-Engagement School",R,High School,Public
-122.779135200284472,48.129024204064656,2436,1798,48.1290299999,-122.77915,18801,Olympic Educational Service District 114,16050,Port Townsend School District,OCEAN,K,12,3939 San Juan Ave., ,Port Townsend,Washington,98368-7622,Theresa  Campbell,tcampbell@ptschools.org,360.379.4540," Alternative School, Public School",A,K-12,Public
-122.234745478743235,47.308174191413578,2437,5522,47.3081800003,-122.23476,17801,Puget Sound Educational Service District 121,17408,Auburn School District,Auburn Opportunity Project,9,12,401 West Main Street, ,Auburn,Washington,98001-5275,Michael  Robinson,mrobinson@auburn.wednet.edu,253.931.4990," Public School, Re-Engagement School",R,High School,Public
-123.817915294628293,46.9793943709562,2438,5208,46.9793999997,-123.81793,34801,Capital Region ESD 113,14005,Aberdeen School District,Twin Harbors - A Branch of New Market Skills Center,9,12,410 North G Street, ,Aberdeen,Washington,98520,Sherri  Northington,snorthington@asd5.org,360.538.2043," Public School, Vocational/technical school",V,High School,Public
-123.104737705692543,47.21541558415646,2439,1888,47.215421298,-123.10475235,34801,Capital Region ESD 113,23309,Shelton School District,Mason County Detention Center,7,12,411 N. 5th St., ,Shelton,Washington,98584-3466,Stacey  Anderson,sanderson@sheltonschools.org,360.426.7664, Detention Center,J,Other,Public
-120.528975908343384,46.659778058685063,2440,5385,46.659784,-120.52899,39801,Educational Service District 105,39119,Selah School District,Selah Middle School,6,8,411 North First Street, ,Selah,Washington,98942,Marc  Gallaway,marcgallaway@selahschools.org,509.698.8402," Public School, Regular School",P,Middle School,Public
-122.497125463491571,47.17644422516188,2441,5951,47.1764500002,-122.49714,OSPI,Office of Superintendent of Public Instruction,27932,Clover Park Technical College,Northwest Career and Technical High School,9,12,4500 Steilacoom Blvd SW, ,Lakewood,Washington,98499-4098,Jim  Mancuso,jim.mancuso@cptc.edu,253.589.5771," College/University, Vocational/technical school",V,High School,Public
-118.345426418510613,46.065063887351876,2442,3358,46.0650699995,-118.345439999,OSPI,Office of Superintendent of Public Instruction,11801,Educational Service District 123,Walla Walla County Juvenile Detention,8,12,455 W. Rose Street, ,WALLA WALLA,Washington,99362-0000,Carol  Pacheco, ,(509)547-8441, Detention Center,J,High School,Public
-122.274065434039755,47.474324186211383,2443,5315,47.4743299998,-122.27408,17801,Puget Sound Educational Service District 121,17406,Tukwila School District,Youthsource,9,12,Tukwila School District,4640 S 144th ST,Tukwila,Washington,98168,Forrest   Griek,michael.davie@kingcounty.gov,206.901.7905," Public School, Re-Engagement School",R,High School,Public
-122.274065434039755,47.474324186211383,2444,5536,47.4743299998,-122.27408,17801,Puget Sound Educational Service District 121,17406,Tukwila School District,Tukwila Online Learning,6,12,4640 S 144th Street, ,Tukwila,Washington,98168,JoAnne  Fabian,fabianj@tukwila.wednet.edu,206.901.8032," Alternative School, Public School",A,Other,Public
-122.288043025583107,47.471172109950913,2445,5517,47.4711779217,-122.288057593,34950,Washington State Charter School Commission,17911,Impact Public Schools,Impact | Puget Sound Elementary,K,5,4800 S 188th St,Suite 250,SeaTac,Washington,98188,Carissa  Page,jwickens@impactps.org,503-569-5330,"Charter,  Public School, Regular School",P,Elementary School,Charter
-117.201246297611377,47.702173657983863,2446,5346,47.7021800001,-117.20126,32801,Educational Service District 101,32361,East Valley School District (Spokane),East Valley Middle School,7,8,4920 N Progress Rd, ,Spokane Valley,Washington,99216,Mathew  Orndorff,orndorffm@evsd.org,509.924.9383," Public School, Regular School",P,Middle School,Public
-118.972915904078775,47.97002381826163,2447,5336,47.9700300002,-118.972930001,04801,North Central Educational Service District 171,13301,Grand Coulee Dam School District,Lake Roosevelt Alternative School,9,12,505 Crest Dr, ,Coulee Dam,Washington,99116,Mark  Herndon,mherndon@gcdsd.org,509.633.2143," Alternative School, Public School",A,High School,Public
-122.686065198426746,48.207474190076873,2448,5059,48.2074800002,-122.686080001,29801,Northwest Educational Service District 189,15204,Coupeville School District,Island Juvenile Detention Education Program,7,12,501 S Main St, ,Coupeville,Washington,98239,James  Shank,jshank@coupeville.k12.wa.us,360.678.2402, Detention Center,J,Other,Public
-122.598806180308188,47.168900441055342,2449,5389,47.168906205,-122.598820731,17801,Puget Sound Educational Service District 121,27001,Steilacoom Hist. School District,Birth to Three,PK,PK,511 Chambers Street, ,Steilacoom,Washington,98388,Susanne  Beauchaine,sbeauchaine@steilacoom.k12.wa.us,253.983.2238," Public School, Special Education School",S,PK Only,Public
