ESDCode,ESDName,LEACode,LEAName,SchoolCode,SchoolName,LowestGrade,HighestGrade,AddressLine1,AddressLine2,City,State,ZipCode,PrincipalName,Email,Phone,OrgCategoryList,AYPCode,GradeCategory
OSPI,Office of Superintendent of Public Instruction,06801,Educational Service District 112,5398,ESD 112 Open Doors Reengagement,9,12,2500 NE 65th Avenue,,Vancouver,Washington,98661,Kevin  Johnson,kevin.johnson@esd112.org,360.750.7500," Public School, Re-Engagement School",R,High School
39801,Educational Service District 105,39200,Grandview School District,5399,Step Up to College Open Doors High School,9,12,913 W 2nd ST,,Grandview,Washington,98930,Henry M Strom,hmstrom@gsd200.org,509.882.8500," Public School, Re-Engagement School",R,High School
06801,Educational Service District 112,08122,Longview School District,5400,Discovery High School-Achieve,9,12,2742 Harding,,Longview,Washington,98632,Michael  Kleiner,mkleiner@longview.k12.wa.us,360.414.2926," Public School, Re-Engagement School",R,High School
32801,Educational Service District 101,32354,Mead School District,5401,Mead Open Doors,11,12,2323 E Farwell Rd,,Mead,Washington,99021,Ken   Russell,ken.russell@mead354.org,509.465.6040," Contract School, Re-Engagement School",R,High School
29801,Northwest Educational Service District 189,31025,Marysville School District,5402,Marysville NWESD 189 Youth Engagement,10,12,1605  7th Street ,,Marysville,Washington,98270,Jodie  Desbiens,jdesbiens@nwesd.org,425.879.8810," Public School, Re-Engagement School",R,High School
OSPI,Office of Superintendent of Public Instruction,11801,Educational Service District 123,5403,Ugrad â€“ ESD123 Re-Engagement Program,9,12,3918 West Court Street,,Pasco ,Washington,99301,  ,,," Public School, Re-Engagement School",R,High School
17801,Puget Sound Educational Service District 121,17001,Seattle Public Schools,5405,Interagency Open Doors,9,12,3528 S. Ferdinand Street,,Seattle,Washington,98118,Kaaren Linn Andrews,klandrews@seattleschools.org,206.743.3930," Public School, Re-Engagement School",R,High School
17801,Puget Sound Educational Service District 121,17001,Seattle Public Schools,5406,Bridges Transition,PK,12,7201 Beacon Ave S,,Seattle,Washington,98108,Sherry  Studley,srstudley@seattleschools.org,206.252.0842," Public School, Special Education School",S,PK-12
06801,Educational Service District 112,08404,Woodland School District,5409,Woodland Middle School,5,8,755 Park St,,Woodland,Washington,98674,James  Johnston,johnstoj@woodlandschools.org,360.841.2855," Public School, Regular School",P,Middle School
17801,Puget Sound Educational Service District 121,27001,Steilacoom Hist. School District,5410,Futures Program,11,12,511 Chambers Street,,Steilacoom,Washington,98388,Gudrun  Sullivan,gusullivan@steilacoom.k12.wa.us,253.983.2238," Public School, Special Education School",S,High School
17801,Puget Sound Educational Service District 121,27400,Clover Park School District,5411,CPSD Open Doors Program,9,12,11023 Gravelly Lake Dr SW,,Lakewood,Washington,98499,Venetia  Willis-Holbrook,vwillish@cloverpark.k12.wa.us,253.583.5525," Public School, Re-Engagement School",R,High School
29801,Northwest Educational Service District 189,15204,Coupeville School District,5412,Open Den,9,12,501 South Main,,Coupeville,Washington,98239,Jim  Shank,jshank@coupeville.k12.wa.us,360.678.2404," Public School, Re-Engagement School",R,High School
18801,Olympic Educational Service District 114,16049,Chimacum School District,5397,Open Doors Reengagement Program,9,12,PO Box 278,,Chimacum,Washington,98325,Brian  MacKenzie,brian_mackenzie@csd49.org,360.302.5905," Public School, Re-Engagement School",R,High School
11801,Educational Service District 123,02250,Clarkston School District,5413,Educational Opportunity Center Reengagement,11,13,1284 Chestnut,,Clarkston,Washington,99403,Elece A Lockridge,lockridgee@csdk12.org,509-758-4508," Public School, Re-Engagement School",R,High School
29801,Northwest Educational Service District 189,31002,Everett School District,5414,Other Schools,K ,12,PO Box 2098,,Everett,Washington,98213-2999,Rebecca  Clifford,rclifford@everettsd.org,425.385.5251," Public School, Regular School",P,K-12
34801,Capital Region ESD 113,21206,Mossyrock School District,5415,Mossyrock Academy,7,12,P O Box 478,,Mossyrock,Washington,98564,Lori  Cournyer,lcournyer@mossyrockschools.org,360.983.3183," Alternative School, Public School",A,Other
34801,Capital Region ESD 113,14068,Elma School District,5416,East Grays Harbor Open Doors,9,12,705 W Waldrip,,Elma,Washington,98541,Julie  Crawford,jcrawford@eagles.edu,360.482.5086," Public School, Re-Engagement School",R,High School
32801,Educational Service District 101,32325,Nine Mile Falls School District,5417,Re-Engagement School (Nine Mile Falls),9,12,5909 Highway 291,,Nine Mile Falls,Washington,99026,Willard B Osborn,bosborn@9mile.org,509.340.4200," Public School, Re-Engagement School",R,High School
04801,North Central Educational Service District 171,04228,Cascade School District,5418,Cascade Home-Link,K ,8,330 Evans Street,,Leavenworth,Washington,98826,William Lee Motsenbocker,jwinters@cascadesd.org,509.548.5885," Affiliated With District, Public School",P,Other
11801,Educational Service District 123,03400,Richland School District,5419,Orchard Elementary,PK,5,1600 Gala Way,,Richland,Washington,99352,Alysia  Arsanto,Alysia.Arsanto@rsd.edu,509.967.6175," Public School, Regular School",P,Elementary School
OSPI,Office of Superintendent of Public Instruction,05903,Quileute Tribal School District,5430,Quileute Tribal School,K ,12,PO Box 39,,La Push,Washington,98350,Sheri  Crippen,sheri.crippen@quileutetribalschool.org,360.374.5657," Not Affiliated With District, Tribal School",Q,K-12
OSPI,Office of Superintendent of Public Instruction,27931,Bates Technical College,5431,Bates Technical College - Open Doors,9,12,1101 South Yakima Ave.,,Tacoma,Washington,98405,Peter  Hauschka,highschool@bates.ctc.edu,253-680-7217," Public School, Re-Engagement School",R,High School
32801,Educational Service District 101,32361,East Valley School District (Spokane),5432,EV Online,7,12,3830 N Sullivan Rd Bldg 1,,Spokane Valley,Washington,99216,Matthew  Stevens,stevensma@evsd.org,509.927.3200," Alternative School, Public School",A,K-12
32801,Educational Service District 101,32361,East Valley School District (Spokane),5433,EV Parent Partnership,K ,12,12325 E Grace Ave,,Spokane Valley,Washington,99216,Frank  Brou,brouf@evsd.org,509-241-5001," Alternative School, Public School",A,K-12
OSPI,Office of Superintendent of Public Instruction,32801,Educational Service District 101,5434,NEWESD 101 Open Doors,11,12,"901 E. 2nd Avenue, Suite 100",,Spokane,Washington,99202,Dr. Trina  Clayeux,trinac@nextgenzone.org,509.340.7800," Public School, Re-Engagement School",R,High School
06801,Educational Service District 112,06114,Evergreen School District (Clark),5435,Open Doors Evergreen,9,12,2205 NE 138th Ave,,Vancouver,Washington,98682,Stephen  Getsinger,Stephen.Getsinger@evergreenps.org,360.604.4095," Public School, Re-Engagement School",R,High School
17801,Puget Sound Educational Service District 121,27402,Franklin Pierce School District,5436,Early Learning Center,PK,PK,12223 S A Street,,Tacoma,Washington,98444,Carol  Miller,cmiller@fpschools.org,253.298.4675," Preschool, Public School",P,PK Only
17801,Puget Sound Educational Service District 121,17411,Issaquah School District,5437,Gibson Ek High School,9,12,379 1st PL SE, ,Issaquah,Washington,98027,Julia  Bamba,bambaj@issaquah.wednet.edu,425.837.6009," Public School, Regular School",P,High School
11801,Educational Service District 123,03017,Kennewick School District,5438,Sage Crest Elementary,K ,5,6411 W 38th Ave,,Kennewick,Washington,99338,Natalie  McKay,natalie.mckay@ksd.org,509.222.6500," Public School, Regular School",P,Elementary School
11801,Educational Service District 123,03017,Kennewick School District,5439,Chinook Middle School,6,8,6011 W 10th Place,,Kennewick,Washington,99338,Kevin  Pierce,kevin.pierce@ksd.org,509-222-7500," Affiliated With District, Public School",P,Middle School
17801,Puget Sound Educational Service District 121,17415,Kent School District,5440,The Outreach Program,12,12,26024 111th Ave SE,,Kent,Washington,98030-6289,Susan  Whitehall,Susan.Whitehall@kent.k12.wa.us,253.373.4080," Public School, Special Education School",S,High School
29801,Northwest Educational Service District 189,31004,Lake Stevens School District,5441,Early Learning Center,PK,PK,9215 29th St NE,,Lake Stevens,Washington,98258,Matt  Wyant,matt_wyant@lkstevens.wednet.ed,425-335-1643," Preschool, Public School",P,PK Only
29801,Northwest Educational Service District 189,31004,Lake Stevens School District,5442,Outcomes for Academic Resilience,8,12,2202 123rd Ave NE,,Lake Stevens,Washington,98258,Tina  Vinnick,tina_vinnick@lkstevens.wednet.edu,425-335-1594," Alternative School, Public School",A,High School
39801,Educational Service District 105,39120,Mabton School District,5443,Mabton Step Up To College,9,12,500 W B St,,Mabton,Washington,98935,Tyson  Sturza,sturzat@msd120.org,509.894.4951," Public School, Re-Engagement School",R,High School
34801,Capital Region ESD 113,23311,Mary M Knight School District,5444,Mary M. Knight School,PK,12,2987 W Matlock Brady RD,,Elma,Washington,98541,  ,,," Public School, Regular School",P,PK-12
34801,Capital Region ESD 113,23311,Mary M Knight School District,5445,Washington Connections Academy,K ,12,111 Tumwater Boulevard SE Suit,,Tumwater,Washington,98501,Michael   Lunde,mlunde@connectionseducation.com,307-699-0676," Affiliated With District, Public School",P,K-12
32801,Educational Service District 101,33207,Mary Walker School District,5446,Mary Walker Promise,K ,12,PO Box 159,,Springdale,Washington,99173,Matt  Cobb,smcisaac@marywalker.org,509.258.4712," Alternative School, Public School",A,K-12
17801,Puget Sound Educational Service District 121,17400,Mercer Island School District,5447,Northwood Elementary School,PK,5,4030 86th Ave SE,,Mercer Island,Washington,98040,Aimee  Batliner-Gillette,aimee.batliner-gillette@mercerislandschools.org,206-236-4514," Affiliated With District, Public School",P,Elementary School
29801,Northwest Educational Service District 189,37505,Meridian School District,5448,Meridian Impact Re-Engagement,9,12,,,,,,Derek  Forbes,dforbes@meridian.wednet.edu,360.318.2280," Public School, Re-Engagement School",R,High School
29801,Northwest Educational Service District 189,29320,Mount Vernon School District,5449,Mount Vernon Open Doors,10,12,2001 Cleveland Ave,,Mount Vernon,Washington,98273,Christopher  Jorgensen,cjorgensen@mvsd320.org,360.428.6206," Public School, Re-Engagement School",R,High School
29801,Northwest Educational Service District 189,31006,Mukilteo School District,5450,Lake Stickney Elementary School,K ,5,1625 Madison Way,,Lynnwood,Washington,98087,Lynn M Olsen,OlsenLM@Mukilteo.wednet.edu,425.366.3600," Public School, Regular School",P,Elementary School
39801,Educational Service District 105,39003,Naches Valley School District,5451,Naches Valley Elementary School,K ,4,151 Bonlow Drive,,Naches,Washington,98937,Allison  Schnebly,aschnebly@nvsd.org,509.653.1508," Public School, Regular School",P,Elementary School
34801,Capital Region ESD 113,34003,North Thurston Public Schools,5452,Salish Middle School,6,8,8605 Campus Glen Dr NE,,Lacey,Washington,98516,Karen  Owen,kowen@nthurston.k12.wa.us,360.412.4780," Public School, Regular School",P,Middle School
06801,Educational Service District 112,25101,Ocean Beach School District,5454,Ocean Beach Alternative School,6,12,PO Box 778,,LONG BEACH,Washington,98631,Amy  Huntley,amy.huntley@oceanbeachschools.org,360.642.1100," Alternative School, Public School",A,Other
29801,Northwest Educational Service District 189,29101,Sedro-Woolley School District,5456,Connections Academy,9,12,24828 Turning Point Court,,Sedro-Woolley,Washington,98284,Scott  McPhee,smcphee@swsd.k12.wa.us,360-855-3785," Alternative School, Public School",A,High School
17801,Puget Sound Educational Service District 121,17410,Snoqualmie Valley School District,5457,Timber Ridge Elementary School,K ,5,34412 SE SWENSON DR,,SNOQUALMIE,Washington,98065,AMY  WRIGHT,siteadmin@svsd410.org,425-831-3825," Public School, Regular School",P,Elementary School
17801,Puget Sound Educational Service District 121,27010,Tacoma School District,5458,Industrial Design Engineering and Art,9,12,6701 S Park Ave,,Tacoma,Washington,98444,Zach  Varnell,zvarnel@tacoma.k12.wa.us,253.571.7906," Public School, Regular School",P,High School
17801,Puget Sound Educational Service District 121,27010,Tacoma School District,5459,Hoyt Early Learning Center,PK,PK,2708 N Union Avenue,,Tacoma,Washington,98407,Tracye  Ferguson,afergus@tacoma.k12.wa.us,253 571-2620," Preschool, Public School",P,PK Only
11801,Educational Service District 123,36140,Walla Walla Public Schools,5460,Opportunity Youth Reengagement,11,12,1917 E Isaacs Ave,,Walla Walla,Washington,99362,Pete  Peterson,tporter@wwps.org,509.526.8660," Public School, Re-Engagement School",R,High School
32801,Educational Service District 101,33049,Wellpinit School District,5461,Wellpinit Fort Simcoe SEA,9,12,PO Box 390,,Wellpinit,Washington,99040,Terry  Bartolino,terryb@wellpinit.org,509.258.4535 ext. 2195," Public School, Re-Engagement School",R,High School
32801,Educational Service District 101,32363,West Valley School District (Spokane),5462,West Valley Early Learning Center,PK,PK,2523 N Park Rd,,Spokane Valley,Washington,99212,Dan L Andrews,dan.andrews@wvsd.org,509.922.5478," Preschool, Public School",P,PK Only
34801,Capital Region ESD 113,21401,Centralia School District,5463,Early Learning Center,PK,PK,PO BOX 610,,Centralia,Washington,98531,Kate  Pothier,kpothier@centralia.wednet.edu,360.330.7600," Preschool, Public School",P,PK Only
29801,Northwest Educational Service District 189,37502,Ferndale School District,5464,FERNDALE RE-ENGAGEMENT,9,12,6041 VISTA DRIVE,,FERNDALE,Washington,98248,Scott  Brittain,scott.brittain@ferndalesd.org,360.383.9210," Public School, Re-Engagement School",R,High School
29801,Northwest Educational Service District 189,37503,Blaine School District,5465,Blaine Re-Engagement,10,12,Blaine School District,1055 H Street,Blaine,Washington,98230,Scott  Ellis,Scott_Ellis@blainesd.org,360.332.6045," Contract School, Public School, Re-Engagement School",R,High School
