SchoolCode,SchoolName_x,total_cs_courses,yearly_enrolled_in_cs,school_teaches_cs,LEACode,LEAName,SchoolName_y,LowestGrade,HighestGrade,PrincipalName,Email,Phone,OrgCategoryList,GradeCategory,City,SchoolName,STREET,STATE,ZIP,NMCNTY,LAT,LON,NMCBSA,NMCSA
5481,North Creek High School,8,326,Teaches Computer Science,17417,Northshore School District,North Creek High School,9,12,Eric Thomas Mcdowell,emcdowell@nsd.org,425-408-8805," Public School, Regular School",High School,Bothell,North Creek High School,3613 191st PL SE,WA,98012,Snohomish County,47.82446,-122.182429,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
5545,Kalama High School,2,14,Teaches Computer Science,8402,Kalama School District,Kalama High School,9,12,Guy  Strot,guy.strot@kalama.k12.wa.us,360.673.5212," Public School, Regular School",High School,Kalama,,,,,,,,,
5958,Washington Network For Innovative Careers,3,113,Teaches Computer Science,17414,Lake Washington School District,Washington Network For Innovative Careers,9,12,Karen  Hay,khay@lwsd.org,425.739.8400," Public School, Vocational/technical school",High School,Redmond,Washington Network For Innovative Careers,WaNIC,WA,98052,King County,47.67099,-122.123399,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
5961,Pierce County Skills Center,4,76,Teaches Computer Science,27403,Bethel School District,Pierce County Skills Center,8,12,Michelle  Ledbetter,mledbetter@bethelsd.org,253.683.5977," Public School, Vocational/technical school",High School,Puyallup,Pierce County Skills Center,16117 Canyon Rd E,WA,98375,Pierce County,47.109551,-122.356678,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
3015,Othello High School,0,0,Doesn't Teach Computer Science,1147,Othello School District,Othello High School,9,12,Alejandro  Vergara,avergara@othelloschools.org,509.488.3351 ext. 2010," Public School, Regular School",High School,Othello,Othello High School,340 S 7th Ave,WA,99344,Adams County,46.82313,-119.166056,"Othello, WA","Moses Lake-Othello, WA"
2508,Prosser High School,0,0,Doesn't Teach Computer Science,3116,Prosser School District,Prosser High School,9,12,Kevin  Lusk,kevin.lusk@prosserschools.org,509.786.1224," Public School, Regular School",High School,Prosser,Prosser High School,1203 Prosser Ave.,WA,99350,Benton County,46.203714,-119.766329,"Kennewick-Richland, WA",N
3511,Richland High School,0,0,Doesn't Teach Computer Science,3400,Richland School District,Richland High School,9,12,Tim  Praino,tim.praino@rsd.edu,509.967.6535," Public School, Regular School",High School,Richland,Richland High School,930 Long Ave,WA,99352,Benton County,46.278328,-119.288037,"Kennewick-Richland, WA",N
3268,Cashmere High School,0,0,Doesn't Teach Computer Science,4222,CASHMERE SCHOOL DISTRICT,Cashmere High School,9,12,William Anthony  Boyle,tboyle@cashmere.wednet.edu,509.782.2914," Public School, Regular School",High School,Cashmere,Cashmere High School,329 Tigner Road,WA,98815,Chelan County,47.512999,-120.4791,"Wenatchee, WA",N
4105,Wenatchee Valley Technical Skills Center,0,0,Doesn't Teach Computer Science,4246,Wenatchee School District,Wenatchee Valley Technical Skills Center,9,12,Peter E Jelsing,jelsing.p@wenatcheeschools.org,509.662.8827," Public School, Vocational/technical school",High School,Wenatchee,Wenatchee Valley Technical Skills Center,327 E PENNY ROAD STE D,WA,98801,Chelan County,47.46549,-120.328321,"Wenatchee, WA",N
5149,Vancouver Virtual Learning Academy,0,0,Doesn't Teach Computer Science,6037,Vancouver School District,Vancouver Virtual Learning Academy,6,12,Deanna Lynn Hogan,deanna.hogan@vansd.org,360.313.4990," Alternative School, Public School",K-12,Vancouver,Vancouver Virtual Learning Academy,301 S LIESER RD,WA,98664,Clark County,45.6195,-122.583821,"Portland-Vancouver-Hillsboro, OR-WA","Portland-Vancouver-Salem, OR-WA"
3147,Washougal High School,0,0,Doesn't Teach Computer Science,6112,Washougal School District,Washougal High School,9,12,Sheree Ann Clark,sheree.clark@washougalsd.org,360.954.3100," Public School, Regular School",High School,Washougal,Washougal High School,1201 39TH ST,WA,98671,Clark County,45.584874,-122.32786,"Portland-Vancouver-Hillsboro, OR-WA","Portland-Vancouver-Salem, OR-WA"
4203,Cascadia Technical Academy Skills Center,0,0,Doesn't Teach Computer Science,6114,Evergreen School District (Clark),Cascadia Technical Academy Skills Center,9,12,Joan  Huston,joan.huston@evergreenps.org,360.604.1050," Public School, Vocational/technical school",High School,Vancouver,Cascadia Technical Academy Skills Center,12200 NE 28th Street,WA,98682,Clark County,45.644801,-122.548596,"Portland-Vancouver-Hillsboro, OR-WA","Portland-Vancouver-Salem, OR-WA"
5312,Discovery High School,0,0,Doesn't Teach Computer Science,8122,Longview School District,Discovery High School,9,12,Michael  Kleiner,mkleiner@longview.k12.wa.us,360.414.2926," Alternative School, Public School",High School,Longview,Discovery High School,2742 Harding Blvd,WA,98632,Cowlitz County,46.139292,-122.95712,"Longview, WA","Portland-Vancouver-Salem, OR-WA"
5400,Discovery High School-Achieve,0,0,Doesn't Teach Computer Science,8122,Longview School District,Discovery High School-Achieve,9,12,Michael  Kleiner,mkleiner@longview.k12.wa.us,360.414.2926," Public School, Re-Engagement School",High School,Longview,Discovery High School-Achieve,2742 Harding,WA,98632,Cowlitz County,46.139306,-122.957153,"Longview, WA","Portland-Vancouver-Salem, OR-WA"
2727,Eastmont Senior High,0,0,Doesn't Teach Computer Science,9206,Eastmont School District,Eastmont Senior High,10,12,Lance   Noel,noelll@eastmont206.org,509.884.6665," Public School, Regular School",High School,East Wenatchee,Eastmont Senior High,955 3rd Street NE,WA,98802,Douglas County,47.411068,-120.272924,"Wenatchee, WA",N
3372,Eastmont Junior High,0,0,Doesn't Teach Computer Science,9206,Eastmont School District,Eastmont Junior High,8,9,Amy  Dorey,doreya@eastmont206.org,509.884.2407," Public School, Regular School",High School,East Wenatchee,Eastmont Junior High,905 NE 8th Street,WA,98802,Douglas County,47.41794,-120.273404,"Wenatchee, WA",N
3912,New Horizons High School,0,0,Doesn't Teach Computer Science,11001,Pasco School District,New Horizons High School,6,12,Seth  Johnson,sejohnson@psd1.org,509.543.6796," Alternative School, Public School",High School,Pasco,New Horizons High School,2020 W ARGENT RD,WA,99301,Franklin County,46.25438,-119.11809,"Kennewick-Richland, WA",N
3272,Connell High School,0,0,Doesn't Teach Computer Science,11051,North Franklin School District,Connell High School,9,12,William R Walker,bwalker@nfsd.org,509.234.2911," Public School, Regular School",High School,Connell,Connell High School,1100 W. Clark St.,WA,99326,Franklin County,46.662227,-118.872644,"Kennewick-Richland, WA",N
2968,Almira Coulee Hartline High School,0,0,Doesn't Teach Computer Science,13151,Coulee-Hartline School District,Almira Coulee Hartline High School,9,12,Jim  Evans,jevans@achsd.org,509.632.5231," Public School, Regular School",High School,Coulee City,Almira Coulee Hartline High School,413 N. 4th Street,WA,99115,Grant County,47.686124,-119.108841,"Moses Lake, WA","Moses Lake-Othello, WA"
2920,Ephrata High School,0,0,Doesn't Teach Computer Science,13165,Ephrata School District,Ephrata High School,9,12,Aaron  Cummings,acummings@ephrataschools.org,509.754.5285," Public School, Regular School",High School,Ephrata,Ephrata High School,333 4TH AVE NW,WA,98823,Grant County,47.32591,-119.551678,"Moses Lake, WA","Moses Lake-Othello, WA"
2503,Port Townsend High School,0,0,Doesn't Teach Computer Science,16050,Port Townsend School District,Port Townsend High School,9,12,Carrie L. Ehrhardt,cehrhardt@ptschools.org,360.379.4520," Public School, Regular School",High School,Port Townsend,Port Townsend High School,1500 Van Ness St,WA,98368,Jefferson County,48.118161,-122.767828,N,N
5282,Talley High School,0,0,Doesn't Teach Computer Science,17403,Renton School District,Talley High School,9,12,Ronald D Mahan,ronald.mahan@rentonschools.us,425.204.2100," Alternative School, Public School",High School,Seattle,Talley High School,7800 S 132nd St,WA,98178,King County,47.485403,-122.236702,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
2513,Skykomish High School,0,0,Doesn't Teach Computer Science,17404,Skykomish School District,Skykomish High School,9,12,Thomas  Jay,tjay@skykomish.wednet.edu,360.677.2623," Public School, Regular School",High School,Skykomish,Skykomish High School,105 6th St. N,WA,98288,King County,47.709397,-121.362276,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
2996,Ellensburg High School,0,0,Doesn't Teach Computer Science,19401,Ellensburg School District,Ellensburg High School,9,12,Jeff  Ellersick,jeff.ellersick@esd401.org,509.925.8300," Public School, Regular School",High School,Ellensburg,Ellensburg High School,1203 E Capitol,WA,98926,Kittitas County,46.993088,-120.527816,"Ellensburg, WA",N
2616,Toledo High School,0,0,Doesn't Teach Computer Science,21237,Toledo School District,Toledo High School,9,12,Martin  Huffman,mhuffman@toledo.k12.wa.us,360.864.2391," Public School, Regular School",High School,Toledo,Toledo High School,1242 State Route 505,WA,98591,Lewis County,46.448871,-122.847279,"Centralia, WA","Seattle-Tacoma, WA"
2858,Pe Ell School,0,0,Doesn't Teach Computer Science,21301,Pe Ell School District,Pe Ell School,PK,12,Kyle  Macdonald,kmacdonald@peell.k12.wa.us,360.291.3244," Public School, Regular School",PK-12,Pe Ell,Pe Ell School,519 N. 2nd Street,WA,98572,Lewis County,46.574836,-123.299081,"Centralia, WA","Seattle-Tacoma, WA"
3241,Shelton High School,0,0,Doesn't Teach Computer Science,23309,Shelton School District,Shelton High School,9,12,Jennifer  Deyette,jdeyette@sheltonschools.org,360.426.4471," Public School, Regular School",High School,Shelton,Shelton High School,3737 Shelton Springs Rd.,WA,98584,Mason County,47.236768,-123.122975,"Shelton, WA","Seattle-Tacoma, WA"
2800,Brewster High School,0,0,Doesn't Teach Computer Science,24111,Brewster School District,Brewster High School,9,12,Linda  Dezellem,ldezellem@brewster.wednet.edu,509.689.3449," Public School, Regular School",High School,Brewster,Brewster High School,503 S. 7th St.,WA,98812,Okanogan County,48.094182,-119.787742,N,N
2518,Newport High School,0,0,Doesn't Teach Computer Science,26056,Newport School District,Newport High School,9,12,Troy  Whittle,whittletroy@newport.wednet.edu,509.447.3167 ext.3502," Public School, Regular School",High School,Newport,Newport High School,1400 W. 5th Street,WA,99156,Pend Oreille County,48.177098,-117.062113,"Spokane-Spokane Valley, WA","Spokane-Spokane Valley-Coeur d'Alene, WA-ID"
3645,Rogers High School,0,0,Doesn't Teach Computer Science,27003,Puyallup School District,Rogers High School,9,12,Jason  Smith,smithja2@puyallup.k12.wa.us,253.841.8717," Public School, Regular School",High School,Puyallup,Rogers High School,12801 86th Ave E,WA,98373,Pierce County,47.138509,-122.311871,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
3972,Walker High School,0,0,Doesn't Teach Computer Science,27003,Puyallup School District,Walker High School,8,12,Alicia  Nosworthy,nosworam@puyallup.k12.wa.us,253.841.8781," Alternative School, Public School",High School,Puyallup,Walker High School,5715 Milwaukee Ave E,WA,98372,Pierce County,47.205098,-122.282335,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
3398,Mt Tahoma,0,0,Doesn't Teach Computer Science,27010,Tacoma School District,Mt Tahoma,9,12,Kevin   Kannier,kkannie@tacoma.k12.wa.us,253.571.3800," Public School, Regular School",High School,Tacoma,Mt Tahoma,4634 S 74th Street,WA,98409,Pierce County,47.200244,-122.491687,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
4582,Columbia Junior High School,0,0,Doesn't Teach Computer Science,27417,Fife School District,Columbia Junior High School,8,9,Mark  Robinson,mrobinson@fifeschools.com,253.517.1600," Public School, Regular School",High School,Tacoma,Columbia Junior High School,2901 54th Avenue E,WA,98424,Pierce County,47.231049,-122.355327,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
2879,Friday Harbor High School,0,0,Doesn't Teach Computer Science,28149,San Juan Island School District,Friday Harbor High School,9,12,Fred  Woods,calvinwoods@sjisd.wednet.edu,360.378.5215," Public School, Regular School",High School,Friday Harbor,Friday Harbor High School,45 BLAIR STREET,WA,98250,San Juan County,48.535903,-123.020976,N,N
1928,Burlington-Edison Alternative School,0,0,Doesn't Teach Computer Science,29100,Burlington-Edison School District,Burlington-Edison Alternative School,9,12,Todd  Setterlund,tsetterlund@be.wednet.edu,360.757.4074," Alternative School, Public School",High School,Burlington,Burlington-Edison Alternative School,301 N Burlington Blvd,WA,98233,Skagit County,48.477877,-122.336972,"Mount Vernon-Anacortes, WA","Seattle-Tacoma, WA"
2426,Lake Stevens Sr High School,0,0,Doesn't Teach Computer Science,31004,Lake Stevens School District,Lake Stevens Sr High School,10,12,Leslie  Ivelia,leslie_ivelia@lkstevens.wednet.edu,425.335.1515," Public School, Regular School",High School,Lake Stevens,Lake Stevens Sr High School,2908 113th Ave NE,WA,98258,Snohomish County,48.023953,-122.080108,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
5099,Cavelero Mid High School,0,0,Doesn't Teach Computer Science,31004,Lake Stevens School District,Cavelero Mid High School,8,9,Tim  Haines,tim_haines@lkstevens.wednet.edu,425.335.1630," Public School, Regular School",High School,Lake Stevens,Cavelero Mid High School,8220 24th St SE,WA,98258,Snohomish County,47.972679,-122.123016,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
4019,Sno-Isle Skills Center ,0,0,Doesn't Teach Computer Science,31006,Mukilteo School District,Sno-Isle Skills Center ,11,12,Maggie M Bagwell,bagwellmm@mukilteo.wednet.edu,425.348.2220," Public School, Vocational/technical school",High School,Everett,,,,,,,,,
5478,Marysville Getchell High School,0,0,Doesn't Teach Computer Science,31025,Marysville School District,Marysville Getchell High School,9,12,Richard   Zimmerman,richard_zimmerman@msd25.org,360.965.2305," Public School, Regular School",High School,Marysville,Marysville Getchell High School,8301 84th St. NE,WA,98270,Snohomish County,48.07524,-122.117981,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
4204,Lakewood High School,0,0,Doesn't Teach Computer Science,31306,Lakewood School District,Lakewood High School,9,12,Jeanette  Grisham,jgrisham@lwsd.wednet.edu,360.652.4505," Public School, Regular School",High School,N Lakewood,,,,,,,,,
4333,Lakeside High School,0,0,Doesn't Teach Computer Science,32325,Nine Mile Falls School District,Lakeside High School,9,12,Brent  Osborn,bosborn@9mile.org,509.340.4200," Public School, Regular School",High School,Nine Mile Falls,Lakeside High School,5909 Hwy 291,WA,99026,Stevens County,47.809088,-117.558724,"Spokane-Spokane Valley, WA","Spokane-Spokane Valley-Coeur d'Alene, WA-ID"
3416,Liberty High School,0,0,Doesn't Teach Computer Science,32362,Liberty School District,Liberty High School,9,12,Aaron  Fletcher,afletcher@liberty.wednet.edu,509.245.3229," Public School, Regular School",High School,Spangle,Liberty High School,6404 E SPANGLE-WAVERLY RD,WA,99031,Spokane County,47.384063,-117.319082,"Spokane-Spokane Valley, WA","Spokane-Spokane Valley-Coeur d'Alene, WA-ID"
4123,Deer Park High School,0,0,Doesn't Teach Computer Science,32414,Deer Park School District,Deer Park High School,9,12,Joe  Feist,joe.feist@dpsdmail.org,509.468.3507," Public School, Regular School",High School,Deer Park,Deer Park High School,S. 800 Weber Road,WA,99006,Spokane County,47.946205,-117.456946,"Spokane-Spokane Valley, WA","Spokane-Spokane Valley-Coeur d'Alene, WA-ID"
4228,Riverside High School,0,0,Doesn't Teach Computer Science,32416,Riverside School District,Riverside High School,9,12,John  Mccoy,john.mccoy@rsdmail.org,509.464.8552," Public School, Regular School",High School,Chattaroy,Riverside High School,4120 East Deer Park-Milan Rd.,WA,99003,Spokane County,47.969111,-117.352906,"Spokane-Spokane Valley, WA","Spokane-Spokane Valley-Coeur d'Alene, WA-ID"
3960,Capital High School,0,0,Doesn't Teach Computer Science,34111,Olympia School District,Capital High School,9,12,Curtis  Cleveringa,ccleveringa@osd.wednet.edu,360.596.8000," Public School, Regular School",High School,Olympia,Capital High School,2707 CONGER AVE NW,WA,98502,Thurston County,47.050554,-122.935528,"Olympia-Tumwater, WA","Seattle-Tacoma, WA"
3509,Tenino High School,0,0,Doesn't Teach Computer Science,34402,Tenino School District,Tenino High School,9,12,Garry  Cameron,camerong@tenino.k12.wa.us,360.264.3500," Public School, Regular School",High School,Tenino,Tenino High School,500 West Second Ave,WA,98589,Thurston County,46.858658,-122.855687,"Olympia-Tumwater, WA","Seattle-Tacoma, WA"
